League,Home,Away,HomePredGoal,AwayPredGoal,Week,HomePredxG,AwayPredxG,HomePredReg,AwayPredReg,HomePredRF,AwayPredRF,HomeWinProbGoal,AwayWinProbGoal,DrawProbGoal,HomeWinProbxG,AwayWinProbxG,DrawProbxG,HomeWinProbReg,AwayWinProbReg,DrawProbReg,HomeWinProbRF,AwayWinProbRF,DrawProbRF,HomeOdds,DrawOdds,AwayOdds,HomeGoals,AwayGoals,HomeWin,AwayWin,Draw,HomeBetGoals,AwayBetGoals,DrawBetGoals,KCO_Goals,HomeBetxG,AwayBetxG,DrawBetxG,KCO_xG,HomeBetReg,AwayBetReg,DrawBetReg,KCO_Reg,HomeBetRF,AwayBetRF,DrawBetRF,KCO_RF
Bunde2018,Dortmund,M'Gladbach,4.609756098,0,6,3.842732049,0.84120603,1.786796599,1.354388767,1.591366667,1.514233333,0.674121372,0,0.009954246,0.695091508,0.040001582,0.073914247,0.466971406,0.289299737,0.230991932,0.391789622,0.359623721,0.238064415,1.44,4.75,7,6,1,1,0,0,98.20281689,0,1.786200464,1.458960947,53.91689339,0,0,1.643949327,0,18.85342246,7.997400446,2.011974426,0,27.59693684,11.16801288,2.055149747
Bunde2018,Hannover 96,K̦ln,2.963414634,0,6,1.872504378,0.364824121,1.264268977,0.815253747,1.469266667,1.371833333,0.868083205,0,0.051642276,0.730674529,0.063829974,0.19310363,0.467117894,0.239665361,0.291069021,0.392737475,0.349985089,0.250350827,2.79,3.39,2.5,3,0,1,0,0,94.37741019,0,5.611446836,2.167265053,67.30054833,0,14.0519068,2.124147887,21.97430836,0,8.727614976,2.010282227,5.775436502,0,0,1.987416383
Bunde2018,Hoffenheim,Schalke 04,0.87804878,0.349514563,6,0.43502627,0.705527638,1.600737716,1.90917905,1.537533333,1.7072,0.468427148,0.141204057,0.390065194,0.20025363,0.374109138,0.425536803,0.321082231,0.439566157,0.219875454,0.343248344,0.412060147,0.231566656,2.5,3.3,2.9,0,2,0,1,0,27.83180378,0,24.6054076,2.028831582,0,17.80345891,25.32366085,2.026741008,0,15.79275826,0,1.970759697,0,11.09825664,0,1.97862387
Bunde2018,Leverkusen,Hamburger SV,2.963414634,1.572815534,6,3.425043783,0.705527638,1.012813297,0.451447592,1.454666667,1.335666667,0.579464257,0.175750637,0.159383666,0.739478953,0.042075216,0.085723596,0.487692107,0.161963982,0.349701434,0.396770198,0.34404938,0.252794244,1.45,4.5,7,4,0,1,0,0,0,5.752175793,0,1.832817979,52.51853469,0,0,1.761348036,0,5.226828312,17.91245431,2.020806675,0,25.64134451,11.46571139,2.054461022
Bunde2018,Mainz 05,Hertha BSC,1.646341463,0.873786408,6,1.066549912,0.655778894,1.446528271,0,1.508733333,0.980133333,0.549362182,0.198360908,0.245085994,0.448790696,0.223095623,0.327223504,0.760867027,0,0.235386068,0.490455347,0.245121561,0.259309333,2,3.4,4,0,1,0,1,0,10.66824239,0,0,1.988076455,0,0,4.731321054,1.999361272,79.62077011,0,20.3689238,2.108724263,0,0,0,1.989772482
Bunde2018,RB Leipzig,Eint Frankfurt,0,1.048543689,6,1.294570928,1.07638191,1.032404068,1.460125622,1.2909,1.332833333,0,0.648794157,0.350447738,0.412637658,0.307784366,0.276528011,0.266545159,0.465835446,0.263003315,0.356840047,0.376043405,0.262446459,1.7,3.8,5,2,1,1,0,0,0,58.33883605,41.65091624,2.370028097,0,15.45279465,7.448223278,2.011641311,0,36.82341112,13.29577308,2.082706863,0,24.42435802,8.793550671,2.032195037
Bunde2018,Stuttgart,Augsburg,0.658536585,0,6,1.260945709,0.506532663,1.125021358,0.815129142,1.2619,1.414533333,0.482327104,0,0.517608256,0.550447913,0.149084305,0.298533426,0.426239573,0.263559319,0.308912975,0.333497801,0.402607495,0.258610037,2.1,3.4,3.6,0,0,0,0,1,37.80188934,0,62.1874706,2.119865308,24.18382218,0,10.78412294,2.005560188,0,0,2.152450579,1.997662532,0,18.72079555,2.964749928,2.005993568
Bunde2018,Werder Bremen,Freiburg,1.317073171,1.048543689,6,1.188441331,0.610552764,0.599555634,0.339495718,0.956966667,1.181633333,0.425038577,0.296008835,0.275818179,0.4992737,0.190109,0.309145259,0.351490709,0.173741349,0.474727653,0.295542251,0.408803343,0.293793083,1.83,3.75,4.2,3,1,1,0,0,0,9.19528888,4.709975511,1.998904512,0,0,5.85468248,1.999036221,0,0.475567052,28.5475043,2.042731599,0,26.72129635,13.49058214,2.039158931
Bunde2018,Augsburg,Dortmund,0,1.469387755,7,0.747980521,1.601317957,1.762308588,2.807421006,1.8184,1.979966667,0,0.765894744,0.230066299,0.173268094,0.571654176,0.248886256,0.220948167,0.531693774,0.172789249,0.351222602,0.410009539,0.21222381,7.5,4.5,1.44,1,2,0,1,0,0,75.03882998,24.95058553,2.029306113,5.533742071,0,5.208661853,1.992504797,12.16363189,0,0,1.867083436,27.36571273,0,7.277292723,2.021259578
Bunde2018,Eint Frankfurt,Stuttgart,0.752238806,0.551020408,7,1.418963048,0.978583196,1.857522687,1.095943357,2.0092,1.500866667,0.363583165,0.239799012,0.396460868,0.468308369,0.259307925,0.268438343,0.539771901,0.221051873,0.226284562,0.478527457,0.28459441,0.215587479,1.95,3.5,4,2,1,1,0,0,0,4.402992596,17.27441237,2.013213673,0,1.378005999,0,1.992231383,6.979116734,0,0,1.975210442,1.266558177,5.860161573,0,1.959264045
Bunde2018,Freiburg,Hoffenheim,0.429850746,0.918367347,7,1.246748783,1.304777595,1.774879159,3.325416463,1.668966667,1.912933333,0.166696634,0.460119765,0.372795725,0.351134532,0.378088227,0.266695684,0.167452586,0.55794579,0.145833157,0.334114779,0.426656009,0.218358144,2.5,3.2,3,0,2,0,1,0,0,30.33464761,22.57980413,2.037813148,0,6.945681026,0,1.993879874,0,46.06156934,0,1.816692712,0.671841417,15.69832052,0,1.967894756
Bunde2018,Hamburger SV,Werder Bremen,0.214925373,1.224489796,7,0.447550845,2.028336079,1.303089563,0.726516139,1.539633333,0.9273,0.064370397,0.630287371,0.303682909,0.070526831,0.732261368,0.179596208,0.501172889,0.207960227,0.288500329,0.510981702,0.226858286,0.256718478,2.5,3.29,2.89,1,0,1,0,0,0,56.75957044,24.81977825,2.114095608,0,67.44324013,12.04688405,2.120641402,22.07137137,0,7.516670819,2.006937805,20.55803294,0,2.393461209,2.000758001
Bunde2018,Hertha BSC,Bayern Munich,0.71641791,1.224489796,7,0.296992266,1.632948929,2.047068602,2.196547626,1.592233333,2.047966667,0.216919959,0.481328654,0.299990312,0.062714186,0.706079707,0.224563177,0.354008136,0.403636822,0.19973976,0.296642386,0.466493954,0.212710024,6.25,4.59,1.44,0,3,0,1,0,9.329669992,0,13.1666179,2.013948313,0,21.08306584,6.921126208,1.988507638,26.13381044,0,6.098954141,1.971596319,18.10432317,0,5.057061882,1.981046719
Bunde2018,K̦ln,RB Leipzig,0.32238806,1.469387755,7,1.484961329,2.117298188,2.075095276,1.173193064,1.419433333,1.543966667,0.078747586,0.661740448,0.255471829,0.265007779,0.500561628,0.209094554,0.561747562,0.208396345,0.209113457,0.346976854,0.400329638,0.244180362,3.29,3.6,2.1,4,0,1,0,0,0,51.13918551,16.72389095,2.039989891,0,7.136768148,0,1.950511994,41.89999553,0,7.221324095,2.028427074,6.609410806,0,0,1.985072029
Bunde2018,M'Gladbach,Hannover 96,0.429850746,0.367346939,7,1.144657691,0.695881384,1.345377457,0.403438993,1.4458,1.018333333,0.260169185,0.215223757,0.524598494,0.462791264,0.223247739,0.31269018,0.604983882,0.110347673,0.282025578,0.465587984,0.265288163,0.264735942,1.8,3.6,4.5,3,1,1,0,0,0,9.95939096,38.00633331,2.068039029,0,1.758442799,5.565212374,1.998991061,23.77867445,0,9.837275756,2.000351955,0,5.861749878,0.610268494,1.993587014
Bunde2018,Schalke 04,Leverkusen,2.865671642,1.469387755,7,1.549584646,1.556836903,1.310330139,2.299875881,1.175133333,1.392333333,0.592987972,0.170409398,0.16186496,0.374139431,0.377164052,0.238213469,0.206785196,0.56613506,0.194861222,0.31559862,0.415958587,0.263978827,2.3,3.4,3.1,1,1,0,0,1,36.46450321,0,0,1.884995786,0,8.647394366,0,1.982313864,0,40.51619012,3.739408899,1.997360696,0,15.10299191,2.190941889,1.999900501
Bunde2018,Wolfsburg,Mainz 05,1.074626866,0,7,2.153193927,0.854036244,0.948771541,0.190483187,0.614766667,0.860566667,0.657715369,0,0.341425129,0.648846336,0.136450239,0.191700386,0.54576937,0.073211766,0.380566324,0.244341097,0.388670683,0.366672437,2.1,3.4,3.6,1,1,0,0,1,62.7448059,0,37.2444976,2.112119172,37.45761798,0,1.737428503,1.984550094,39.41672574,0,28.69494037,2.037851005,0,23.02016054,19.8867526,2.031807926
Bunde2018,Bayern Munich,Freiburg,5.158208955,0.358208955,8,5.4471441,0.839711769,2.845496894,0.384341626,2.3291,0.914633333,0.568791315,0.003758751,0.015671594,0.499042269,0.012107433,0.026721358,0.804784423,0.029860523,0.096202905,0.658375968,0.131299764,0.178394935,1.08,12,26,1,0,1,0,0,55.40606267,0,0,1.180342161,4.75E-06,0,0,1.07574212,0,0,2.183611581,1.862686896,0,10.58453145,11.97446409,1.99639181
Bunde2018,Dortmund,RB Leipzig,2.794029851,0.358208955,8,2.185155117,1.224979984,2.659510727,2.522002718,2.436333333,1.136333333,0.809277175,0.028605825,0.097524122,0.567902748,0.204758081,0.201506913,0.381761378,0.34486891,0.178657783,0.621695928,0.1599421,0.17936146,1.5,4.5,6.5,2,3,0,1,0,68.16731239,0,4.309482999,1.914332812,0,6.658577667,0,1.953059511,0,27.69683648,4.715435891,1.872218849,0,1.487558369,0,1.922247508
Bunde2018,Hannover 96,Eint Frankfurt,0.32238806,0,8,1.002029574,0.745796637,1.607292658,2.457174107,1.371166667,1.4079,0.275581797,0,0.724417019,0.404642105,0.263902223,0.330728642,0.240044884,0.525069204,0.189736653,0.361829679,0.378149005,0.253847371,2.6,3.2,2.79,1,2,0,1,0,26.58381176,0,73.40574603,2.224495597,6.957895348,0,5.849096734,2.000134431,0,29.84422331,0,1.941145016,0,3.440773218,0,1.98810551
Bunde2018,Hertha BSC,Schalke 04,1.504477612,0.71641791,8,0.872600754,0.994395516,1.677749274,0.366900751,1.2985,0.586433333,0.556930289,0.177424045,0.261024557,0.306537562,0.371808275,0.320785135,0.694561949,0.075679001,0.222227811,0.538289918,0.168030708,0.291427202,3.3,3.4,2.2,1,0,1,0,0,42.5435323,0,13.20996104,2.063246951,2.688205954,0,4.937515122,1.99931377,64.2476164,0,16.8243725,2.15638848,41.28242078,0,16.91298075,2.065818334
Bunde2018,Hoffenheim,Augsburg,0.644776119,0.179104478,8,0.718121195,0.916573259,1.586014898,0.699133904,1.288633333,0.939966667,0.41810279,0.090967029,0.490872526,0.270640266,0.382775841,0.346102656,0.58113417,0.16297556,0.250004151,0.442985824,0.271106282,0.283341471,2.04,3.25,3.79,2,2,0,0,1,19.74849748,0,35.24056563,2.039059945,0,21.62136584,15.18172272,2.024782294,18.69602911,0,0.190405038,1.995950314,0,1.080165815,0,1.994937213
Bunde2018,Leverkusen,Wolfsburg,1.934328358,0.71641791,8,2.786198898,0.432345877,2.011655949,0.517395639,2.348033333,1.162466667,0.647646317,0.129921019,0.208023528,0.79493874,0.036317343,0.104824851,0.711650599,0.084359598,0.186985007,0.605038934,0.173916012,0.187175492,1.53,4.33,6,2,2,0,0,1,2.30E-05,0,0,1.971181729,62.95942023,0,3.437814447,1.912402038,23.8151443,0,1.855925247,1.970968748,0,1.601568697,0,1.932524418
Bunde2018,Mainz 05,Hamburger SV,1.934328358,1.343283582,8,1.560452305,0.731385108,1.249102229,0.296014347,1.2459,0.937133333,0.498486341,0.26356256,0.221061347,0.566481939,0.174189326,0.253843847,0.611232048,0.087188839,0.299746835,0.431787119,0.277925028,0.288055904,2.29,3.29,3.2,2,0,1,0,0,12.49187403,0,0,1.970480802,27.47166758,0,4.998635186,2.005454039,46.52901203,0,19.79332,2.043302502,0,0,0,1.995536102
Bunde2018,Stuttgart,K̦ln,0.967164179,0,8,1.607944332,0.538991193,1.231917273,1.747591837,1.3529,1.9976,0.619340489,0,0.380159575,0.630285116,0.121235786,0.242276096,0.268097051,0.485880976,0.235251174,0.25609303,0.508070258,0.2166929,3.1,3.75,2.14,2,0,1,0,0,57.07107188,0,42.91810748,2.23105473,53.84135839,0,16.45890309,2.099287071,0,4.483030462,0,1.978949715,0,9.516762927,0,1.963905504
Bunde2018,Werder Bremen,M'Gladbach,0.71641791,2.388059701,8,1.553145839,1.690952762,1.074238934,2.711840406,1.2994,2.355966667,0.093157291,0.710441208,0.161344637,0.349589476,0.405510489,0.231881396,0.124572545,0.66129037,0.155640689,0.19797209,0.576199506,0.190591657,2.63,3.5,2.6,0,2,0,1,0,0,62.36105678,8.353874854,2.043002184,0,4.264632089,0,1.974581423,0,54.80122259,5.064126173,1.969587962,0,35.78412514,1.971036018,1.968349033
Bunde2018,Augsburg,Hannover 96,1.108504399,0.941586748,9,2.167543398,1.276415956,1.345364484,1.687156687,1.814,1.377,0.390966126,0.305114048,0.302478904,0.553736457,0.217061231,0.203814697,0.304036245,0.447879239,0.237741123,0.467628995,0.289809346,0.228892042,1.95,3.39,4.2,1,0,1,0,0,0,10.59020914,5.555873977,2.003758605,13.76116055,2.281765372,0,1.952096162,0,29.59028477,4.613723593,2.027762213,0,7.314640656,0,1.976154303
Bunde2018,Eint Frankfurt,Dortmund,0.158357771,2.510897995,9,0.82851131,1.8704324,2.03177764,2.062739484,1.993333333,1.7028,0.014348823,0.843174444,0.09972371,0.160381585,0.607476232,0.219594386,0.374437181,0.385052421,0.204172469,0.434689693,0.327054368,0.21400318,5,3.75,1.72,2,2,0,0,1,0,82.3474321,7.78692878,2.011481311,0,8.0744997,0,1.975919437,23.87169209,0,1.208442673,1.966637837,31.9800353,0,5.17306223,2.018546807
Bunde2018,Freiburg,Hertha BSC,0.84457478,0.235396687,9,0.883745397,0.791336784,1.390498932,2.192813333,1.533466667,1.877233333,0.490173528,0.099027495,0.410552984,0.354139731,0.302340509,0.343033703,0.235908304,0.532871155,0.203629901,0.312674038,0.44717283,0.222738336,2.29,3.39,3.1,1,1,0,0,1,32.90988398,0,30.1764048,2.040286104,0,0.362771801,6.99069993,2.001389816,0,34.33572149,2.228012268,1.99051894,0,19.56212747,0,1.981390363
Bunde2018,Hamburger SV,Bayern Munich,0.158357771,2.059721011,9,0.464755392,2.453144032,1.450178085,0.757968388,1.302066667,1.6673,0.021799665,0.812070867,0.147312746,0.052157515,0.773248463,0.135620869,0.532206376,0.195611668,0.268251861,0.29748712,0.452956292,0.240010163,10,5.5,1.3,0,4,0,1,0,0,47.85087799,6.761481446,1.968452695,0,15.32949001,0,1.923582502,50.69623417,0,21.95920144,2.315087685,23.66767071,0,12.6545719,2.064155387
Bunde2018,K̦ln,Werder Bremen,0.316715543,0.941586748,9,1.229352972,1.68544458,2.149193543,1.016648038,1.581366667,0.8171,0.121567116,0.50259674,0.375400144,0.277543219,0.473075275,0.240013039,0.609826077,0.168256357,0.198715629,0.548912603,0.19307615,0.252088119,1.75,4,4.33,1,0,1,0,0,0,44.87034268,31.69866904,2.158691203,0,35.28915705,10.73409901,2.052928596,12.33930197,0,0,1.956048387,0,0,6.19E-05,1.988153748
Bunde2018,M'Gladbach,Leverkusen,1.781524927,0.470793374,9,1.350078906,0.850943971,1.231321922,1.921403387,1.598766667,1.6048,0.685253282,0.09116959,0.2136621,0.481778232,0.235892369,0.279390431,0.241578182,0.520940738,0.221907684,0.375663154,0.378132705,0.23409704,2.45,3.39,2.87,1,5,0,1,0,56.55070836,0,12.42894163,2.061978432,15.78880339,0,4.511414091,1.999952472,0,28.93914609,2.240977587,1.998271058,0,5.269572748,0,1.976883997
Bunde2018,RB Leipzig,Stuttgart,3.80058651,0.627724499,9,1.885323514,1.052375152,1.594639775,0.86893383,1.448366667,0.9153,0.726183895,0.026618959,0.062626174,0.555507959,0.207658333,0.223299553,0.538727357,0.204224409,0.250818072,0.491356386,0.237759105,0.26674094,1.53,4,7,1,0,1,0,0,68.40526309,0,0,1.683765204,0,7.8925233,0,1.980086733,0,7.795194982,2.917359325,1.994317883,0,12.26542585,6.468603237,2.008465165
Bunde2018,Schalke 04,Mainz 05,1.900293255,0.392327812,9,2.599158338,0.959196102,1.254738273,0.266123316,1.120933333,0.977,0.727626341,0.067586896,0.191554958,0.676494277,0.115945426,0.158129546,0.622460782,0.077852051,0.297813919,0.38651221,0.313210776,0.29868582,1.8,3.7,4.5,2,0,1,0,0,51.89116561,0,8.784063681,2.008083815,35.12636167,0,0,1.922389979,37.48381032,0,17.73386489,2.013132146,0,14.41982014,9.299892405,2.011443394
Bunde2018,Wolfsburg,Hoffenheim,1.108504399,3.295553618,9,0.999473961,0.955770402,0.955876116,2.124377716,0.699766667,1.852866667,0.088408067,0.675529131,0.118584753,0.354630522,0.331650999,0.312656077,0.159039175,0.620247666,0.198770636,0.134259828,0.637136205,0.216695388,2,3.39,4,3,3,0,0,1,0,71.04121292,6.94266271,1.994733235,0,13.69508784,8.283775151,2.008554841,0,54.48156697,9.781821341,2.103620839,0,57.01593059,13.12177077,2.139992421
Bunde2018,Bayern Munich,RB Leipzig,2.749090909,0.984375,10,3.204272915,1.620323741,2.578858513,1.244968318,2.325666667,0.7963,0.682386582,0.108323616,0.148016152,0.582059959,0.159031273,0.147284842,0.613942829,0.1639471,0.172896371,0.685211672,0.111023371,0.172213975,1.33,5.5,8.5,2,0,1,0,0,0,0,0,1.8774527,0,6.954832873,0,1.782911195,0,6.399177722,1.425424968,1.90708152,0,0,0,1.936898036
Bunde2018,Hannover 96,Dortmund,0.392727273,0.9375,10,0.914886285,1.241951439,1.507562997,2.078008158,1.4222,2.220033333,0.150408072,0.478056248,0.37110685,0.272258764,0.436039744,0.289547709,0.275331268,0.489182098,0.211465737,0.238282092,0.530311471,0.202166949,7,4.75,1.44,0,3,0,1,0,4.480651301,0,21.55553225,2.031351206,17.63041075,0,14.78997696,2.038342953,17.13737191,0,5.348251584,1.981852308,12.47775566,0,3.039266412,1.957750284
Bunde2018,Hertha BSC,Hamburger SV,2.061818182,1.40625,10,1.107787733,1.147257194,1.461670802,1.349993739,1.216566667,1.323933333,0.507878873,0.257536752,0.212475983,0.345679623,0.365146725,0.286974387,0.395458046,0.346182077,0.251748822,0.339477603,0.389437841,0.267042642,2.1,3.5,3.5,2,1,1,0,0,8.480207898,0.262356008,0,1.957369974,0,13.49904674,5.664592875,2.003736082,0,8.788031276,0,1.990782507,0,16.3779283,4.088901411,2.003852506
Bunde2018,Hoffenheim,M'Gladbach,2.618181818,0.984375,10,1.626946933,1.683453237,1.663944313,1.273458205,1.383433333,1.5703,0.672728572,0.118350622,0.158015187,0.366750786,0.389403891,0.229718331,0.458510055,0.291410924,0.240831508,0.3336686,0.413805734,0.243987807,2.89,3.25,2.5,2,4,0,1,0,58.42084091,0,5.568999241,2.013051164,5.455409166,2.801136912,0,1.972548493,17.85514952,0,0,1.993942372,0.127099202,2.979595454,0,1.983194111
Bunde2018,Leverkusen,K̦ln,3.96,0.1875,10,3.126119917,0.681070144,2.036637613,1.760756318,2.3182,1.374466667,0.756862428,0.004583244,0.029904737,0.75106232,0.050220066,0.101484009,0.430994837,0.330797506,0.211061734,0.554916807,0.216402328,0.194878565,2.05,3.6,3.6,2,2,0,0,1,94.43663503,0,3.092596205,1.770735503,71.61965029,0,4.649561998,1.90842751,0,8.619244559,0,1.949624338,16.89309595,0,0,1.93869601
Bunde2018,Mainz 05,Eint Frankfurt,0.706909091,1.3125,10,0.820234321,0.875071942,1.331703582,0.617263551,1.521866667,0.7116,0.200948943,0.509043801,0.287574644,0.313998622,0.344598995,0.340895543,0.538926346,0.172652563,0.285865573,0.562490175,0.173971059,0.258668156,2.79,3.2,2.54,1,1,0,0,1,0,24.03499002,7.401506585,2.009462779,0,0,4.155412758,1.999797927,35.17762341,0,12.22225842,2.032035524,37.48306739,0,9.391821933,2.033061741
Bunde2018,Schalke 04,Wolfsburg,1.309090909,1.171875,10,1.78356306,0.987410072,1.357839978,0.690381239,1.3247,0.723533333,0.395237462,0.330649349,0.270475764,0.550791217,0.206696536,0.232004814,0.525979248,0.189856113,0.28132145,0.507980875,0.203928496,0.285536957,1.75,3.6,5,1,1,0,0,1,0,17.99363177,6.046300005,2.01554338,0,1.111431975,0,1.979090149,0,0,0.601727596,1.994333941,0,0.940665548,1.537362497,1.995039629
Bunde2018,Stuttgart,Freiburg,2.127272727,0.05859375,10,2.419021365,0.572111061,1.103446736,1.250128702,1.1374,1.827766667,0.844353448,0.007208777,0.126830536,0.746305162,0.069001772,0.147834924,0.323733678,0.394562938,0.278882818,0.234516513,0.524131598,0.229099533,1.83,3.6,4.33,2,1,1,0,0,84.00948264,0,11.79877953,2.072447609,55.21455639,0,4.027353363,1.974501536,0,24.30649606,9.61044042,2.029199778,0,41.9019776,9.76952047,2.072852072
Bunde2018,Werder Bremen,Augsburg,0.163636364,1.40625,10,0.87224328,1.079979766,1.131113291,2.447729247,1.252033333,2.071633333,0.041291422,0.696663596,0.258774177,0.289544293,0.398609529,0.310673519,0.157879822,0.624155785,0.178272504,0.224898465,0.543379457,0.210615001,2.29,3.29,3.2,0,3,0,1,0,0,66.51969908,22.67936483,2.179383649,0,16.28910411,8.131306901,2.007892265,0,51.60030449,5.535422141,2.022859739,0,36.78977691,3.309302751,2.011710568
Bunde2018,Augsburg,Leverkusen,2.088217523,1.953768844,11,1.872819189,1.456472005,1.421264488,0.901726853,1.707333333,0.917766667,0.403347334,0.356778666,0.20525807,0.462356407,0.297263038,0.224157822,0.487794021,0.238422955,0.269994591,0.551802169,0.200725018,0.238936335,3.5,3.6,2.04,1,1,0,0,1,18.49343186,0,0,1.947426435,27.2196098,0,3.556976946,2.000718207,33.29968628,0,11.87205989,2.041429296,42.40369337,0,11.21611285,2.060999135
