Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Athletic Club,Valencia,26,1,1,D,11,6,4,4,16,16,6,1,1,2,0,0,2.62,3.2,2.79
Atlético Madrid,Leganés,26,4,0,H,15,9,8,3,10,10,5,1,1,3,0,0,1.25,5.25,15
Betis,Real Sociedad,26,2,2,D,9,13,5,5,10,19,4,5,1,4,0,0,2.62,3.39,2.7
Eibar,Villarreal,26,1,0,H,13,11,1,3,18,8,6,4,4,2,0,0,2.2,3.2,3.6
Espanyol,Real Madrid,26,1,0,H,16,12,7,5,15,10,3,8,1,1,0,0,6,4.33,1.53
Getafe,La Coruña,26,3,0,H,14,9,5,1,6,9,10,6,2,4,0,0,1.9,3.39,4.33
Girona,Celta Vigo,26,1,0,H,11,10,2,2,9,10,6,4,3,2,0,0,2.29,3.5,3
Las Palmas,Barcelona,26,1,1,D,12,10,1,4,18,13,6,6,6,3,0,0,15,7.5,1.18
Málaga,Sevilla,26,2,0,H,4,14,3,2,16,0,5,3,4,1,0,0,5.25,3.6,1.72
Barcelona,Atlético Madrid,27,1,0,H,16,6,5,1,16,20,12,1,2,2,0,0,1.72,3.79,4.75
Celta Vigo,Las Palmas,27,2,1,H,14,10,6,3,13,15,10,7,1,2,0,0,1.44,4.33,7
La Coruña,Eibar,27,1,1,D,7,16,2,3,6,8,2,9,1,2,1,0,2.79,3.1,2.7
Leganés,Málaga,27,2,0,H,10,4,3,1,11,14,6,1,1,1,0,0,2.14,2.89,4
Levante,Espanyol,27,1,1,D,13,15,4,3,14,13,2,1,0,3,0,0,3.1,3.1,2.45
Real Madrid,Getafe,27,3,1,H,14,4,6,4,13,18,8,0,1,3,0,1,1.19,7.5,13
Real Sociedad,Alavés,27,1,0,H,20,10,8,4,15,12,8,3,2,2,0,0,1.4,4.75,8
Sevilla,Athletic Club,27,3,1,H,17,9,4,3,16,16,3,7,3,6,1,0,1.85,3.6,4.33
Valencia,Betis,27,2,0,H,12,9,6,4,14,11,7,0,1,4,0,0,1.44,4.75,6.5
Villarreal,Girona,27,0,2,A,14,4,5,3,14,18,7,2,4,1,0,0,1.8,3.39,4.75
Alavés,Betis,28,1,3,A,9,10,1,4,18,17,6,2,2,3,0,0,2.14,3.29,3.6
Athletic Club,Leganés,28,2,0,H,13,12,5,1,12,14,3,6,2,5,0,0,1.9,3.29,4.5
Atlético Madrid,Celta Vigo,28,3,0,H,7,8,3,2,14,10,6,4,1,2,0,0,1.39,4.75,8
Eibar,Real Madrid,28,1,2,A,12,12,3,6,12,7,8,6,1,1,0,0,5.75,4.75,1.5
Espanyol,Real Sociedad,28,0,3,A,9,12,0,7,18,14,8,2,4,2,0,0,2.75,3.2,2.7
Getafe,Levante,28,0,1,A,11,12,4,4,14,16,4,7,5,7,0,1,1.75,3.5,5.25
Girona,La Coruña,28,2,0,H,9,8,6,4,17,16,2,2,1,4,0,0,1.55,4.2,5.5
Las Palmas,Villarreal,28,0,2,A,9,11,3,4,15,17,7,3,1,1,1,0,3.5,3.5,2.1
Málaga,Barcelona,28,0,2,A,6,20,2,9,15,9,2,5,1,1,1,0,13,6,1.25
Sevilla,Valencia,28,2,3,A,18,13,6,4,11,13,7,6,3,7,1,1,2.3,3.4,3.1
Barcelona,Athletic Club,29,2,0,H,18,10,9,3,7,14,6,5,2,2,0,0,1.16,8,15
Betis,Espanyol,29,3,0,H,9,4,4,1,15,11,3,5,1,3,0,0,2.2,3.39,3.29
Celta Vigo,Málaga,29,0,0,D,9,5,3,0,16,24,4,5,3,2,0,0,1.44,4.5,7
La Coruña,Las Palmas,29,1,1,D,13,8,3,1,24,12,9,2,3,3,0,0,1.72,3.75,5
Leganés,Sevilla,29,1,0,H,8,9,4,5,14,11,5,6,0,1,0,0,2.89,3.25,2.5
Levante,Eibar,29,2,1,H,6,13,3,4,11,11,4,5,4,3,0,0,3.2,3.2,2.37
Real Madrid,Girona,29,6,3,H,20,10,14,6,13,13,6,7,1,2,0,0,1.16,7.5,17
Real Sociedad,Getafe,29,1,1,D,15,7,1,2,12,15,3,4,3,3,0,0,1.5,4.33,6.5
Valencia,Alavés,29,3,1,H,24,16,10,4,8,14,9,2,1,1,0,0,1.44,4.5,7.5
Villarreal,Atlético Madrid,29,2,1,H,17,8,5,2,13,16,5,4,5,3,0,1,4.2,3.1,2.04
Athletic Club,Celta Vigo,30,1,1,D,11,13,2,3,10,10,4,5,3,1,0,0,2.04,3.29,3.6
Atlético Madrid,La Coruña,30,1,0,H,15,10,3,2,14,15,9,7,2,3,0,0,1.22,5.75,13
Eibar,Real Sociedad,30,5,1,H,17,11,7,3,11,20,5,3,0,3,0,0,2.6,3.29,2.75
Espanyol,Alavés,30,0,0,D,12,13,3,4,18,12,6,5,3,2,0,0,2.04,3.2,3.75
Getafe,Betis,30,0,1,A,8,7,4,4,21,9,4,0,4,2,0,0,1.95,3.5,3.75
Girona,Levante,30,1,1,D,12,15,5,6,13,12,5,7,1,3,0,0,1.57,3.79,6
Las Palmas,Real Madrid,30,0,3,A,17,17,3,7,11,17,3,3,3,0,0,0,10,6,1.25
Leganés,Valencia,30,0,1,A,8,3,1,1,14,17,5,2,3,4,0,0,3.75,3.39,2
Málaga,Villarreal,30,1,0,H,13,11,3,1,17,13,3,6,2,3,0,0,3.5,3.2,2.14
Sevilla,Barcelona,30,2,4,A,15,11,6,5,15,13,7,3,2,2,0,0,6.5,5,1.44
Alavés,Getafe,31,2,0,H,11,5,2,1,17,22,1,3,2,3,0,0,2.45,3,3.2
Barcelona,Leganés,31,3,1,H,12,11,6,1,14,12,5,3,2,4,0,0,1.12,9,21
Betis,Eibar,31,2,0,H,13,5,4,2,10,11,7,8,2,2,0,0,2.25,3.39,3.25
Celta Vigo,Sevilla,31,2,3,A,16,13,5,6,12,11,5,4,3,1,0,0,2.38,3.25,3.2
La Coruña,Málaga,31,3,2,H,14,11,6,4,16,14,7,6,4,3,0,0,2.04,3.29,3.79
Levante,Las Palmas,31,2,1,H,11,17,4,5,19,10,4,5,6,3,2,0,1.9,3.6,4
Real Madrid,Atlético Madrid,31,1,1,D,30,9,8,5,12,17,11,2,2,3,0,0,1.75,3.75,4.75
Real Sociedad,Girona,31,1,0,H,13,14,4,6,13,19,7,2,2,2,0,0,1.72,3.79,4.75
Valencia,Espanyol,31,1,0,H,14,21,6,6,17,10,4,3,3,2,0,0,1.5,4.33,6.5
Villarreal,Athletic Club,31,1,3,A,7,17,2,13,17,11,3,6,5,5,1,0,1.85,3.5,4.5
Athletic Club,La Coruña,32,2,3,A,13,5,4,3,5,9,11,6,2,1,0,0,1.66,3.75,5.5
Atlético Madrid,Levante,32,3,0,H,13,11,5,3,9,13,8,3,2,1,0,0,1.22,6,15
Barcelona,Valencia,32,2,1,H,12,17,7,6,9,11,6,5,2,2,0,0,1.28,6,9.5
Eibar,Alavés,32,0,1,A,21,2,4,1,11,18,12,1,2,1,0,0,1.83,3.39,4.75
Getafe,Espanyol,32,1,0,H,13,5,4,0,19,13,4,3,6,2,1,0,2.14,3.1,3.75
Girona,Betis,32,0,1,A,9,10,4,2,23,18,6,4,7,5,0,0,2.29,3.39,3.1
Las Palmas,Real Sociedad,32,1,2,A,11,12,3,6,15,18,7,5,2,5,0,0,3.5,3.6,2.04
Leganés,Celta Vigo,32,1,0,H,19,5,7,2,22,17,8,3,3,3,0,0,3.1,3.2,2.39
Málaga,Real Madrid,32,1,2,A,13,16,3,6,12,9,4,7,4,0,0,0,10,5.5,1.28
Sevilla,Villarreal,32,3,0,H,15,6,9,1,12,22,10,4,2,2,0,0,2.05,3.4,3.75
Alavés,Girona,33,1,2,A,11,14,5,5,15,12,3,6,4,4,0,0,2.37,3.1,3.29
Betis,Las Palmas,33,1,0,H,17,1,8,0,18,17,6,3,3,5,0,1,1.36,5.25,7.5
Celta Vigo,Barcelona,33,2,2,D,18,14,8,6,9,7,6,4,3,0,0,1,4.75,4.33,1.64
Espanyol,Eibar,33,0,1,A,10,5,4,1,17,17,3,6,3,2,0,0,2.29,3.1,3.39
La Coruña,Sevilla,33,2,4,A,11,15,4,4,18,14,5,7,1,3,0,0,2.75,3.3,2.6
Levante,Málaga,33,1,0,H,11,10,2,2,9,17,4,3,1,1,0,0,1.85,3.5,4.5
Real Madrid,Athletic Club,33,1,1,D,29,6,10,2,6,19,16,2,2,4,0,0,1.19,7,12
Real Sociedad,Atlético Madrid,33,2,5,A,10,13,5,8,10,24,5,4,3,3,0,0,3.39,3.2,2.25
Valencia,Getafe,33,1,2,A,10,8,3,3,10,14,7,5,1,7,1,0,1.44,4,8
Villarreal,Leganés,33,2,1,H,17,6,6,1,14,14,10,4,1,1,0,0,1.6,3.79,6.5
Athletic Club,Levante,34,1,3,A,18,11,5,7,13,14,2,9,3,3,0,0,1.66,3.75,5.5
Atlético Madrid,Betis,34,0,0,D,10,10,2,4,17,14,8,3,2,5,0,0,1.61,3.75,6
Barcelona,Villarreal,34,5,1,H,12,20,6,7,6,15,4,4,0,3,0,0,1.28,5.75,10
Celta Vigo,Valencia,34,1,1,D,10,17,3,7,14,19,4,3,1,2,0,0,2.7,3.39,2.6
Eibar,Getafe,34,0,1,A,12,7,2,4,15,16,8,3,4,1,0,0,2.04,3.2,4
Girona,Espanyol,34,0,2,A,20,5,6,4,18,18,10,0,1,2,0,0,2.14,3.25,3.6
Las Palmas,Alavés,34,0,4,A,12,10,1,7,14,19,3,3,2,2,0,0,3.1,3.2,2.39
Leganés,La Coruña,34,0,0,D,13,12,0,3,12,13,9,4,0,2,0,0,2.29,3.25,3.2
Málaga,Real Sociedad,34,0,1,A,8,6,0,4,19,14,9,4,2,2,0,0,3.5,3.2,2.14
Sevilla,Real Madrid,34,1,3,A,10,18,5,6,12,15,4,6,3,2,0,0,5,4,1.67
Alavés,Atlético Madrid,35,0,1,A,7,14,3,6,14,12,3,4,4,6,0,1,3.29,3.1,2.37
Betis,Málaga,35,2,1,H,12,9,3,3,9,17,6,4,1,4,0,0,1.44,4.5,7.5
Espanyol,Las Palmas,35,1,1,D,16,13,7,2,18,22,6,7,2,4,0,0,1.36,4.75,9.5
Getafe,Girona,35,1,1,D,10,15,2,2,19,21,4,4,6,4,1,0,2.1,3.1,4
La Coruña,Barcelona,35,2,4,A,17,21,5,9,9,9,6,7,1,1,0,0,12,6,1.25
Levante,Sevilla,35,3,0,H,13,13,9,3,13,11,3,6,2,0,0,1,3.25,3.25,2.3
Real Madrid,Leganés,35,2,1,H,12,16,5,6,16,15,3,2,0,1,0,1,1.3,5.5,10
Real Sociedad,Athletic Club,35,2,0,H,18,10,8,3,14,13,8,4,2,3,0,0,1.7,3.75,5.25
Valencia,Eibar,35,0,0,D,16,8,5,2,12,19,8,2,2,3,0,0,1.5,4,7.5
Villarreal,Celta Vigo,35,4,1,H,13,15,7,4,14,8,5,7,2,0,0,0,1.72,3.75,5
Athletic Club,Betis,36,2,0,H,14,6,5,3,13,12,4,5,0,2,0,0,2.25,3.29,3.29
Atlético Madrid,Espanyol,36,0,2,A,9,14,3,6,9,13,6,3,1,3,0,0,1.39,4.2,10
Barcelona,Real Madrid,36,2,2,D,11,17,4,5,8,20,6,5,3,5,1,0,1.66,4.33,4.5
Celta Vigo,La Coruña,36,1,1,D,13,11,4,2,6,11,4,10,4,2,0,0,1.61,4,5.5
Girona,Eibar,36,1,4,A,16,15,5,6,12,13,6,5,2,5,0,0,2.1,3.29,3.75
Las Palmas,Getafe,36,0,1,A,21,8,4,1,8,28,9,4,0,2,0,0,4,3.29,2
Leganés,Levante,36,0,3,A,13,10,2,3,15,11,6,5,5,1,1,0,2.1,3.2,3.89
Málaga,Alavés,36,0,3,A,16,13,4,7,15,13,6,7,2,1,0,0,2.39,3.2,3.1
Sevilla,Real Sociedad,36,3,1,H,14,9,5,4,9,18,4,5,1,5,0,0,2.25,3.5,3
Villarreal,Valencia,36,1,0,H,13,6,5,2,18,18,7,3,5,3,0,0,2.25,3.39,3.2
Alavés,Athletic Club,37,3,1,H,4,13,3,4,15,13,0,8,2,5,0,0,2.5,3.29,2.89
Betis,Sevilla,37,0,0,D,8,13,4,5,11,7,4,10,2,0,0,0,2.79,3.39,2.39
Eibar,Las Palmas,37,1,0,H,10,8,5,2,13,12,3,11,3,1,0,0,1.39,4.5,9
Espanyol,Málaga,37,4,1,H,19,9,7,3,13,19,5,3,0,2,0,0,1.61,3.7,6.25
Getafe,Atlético Madrid,37,0,1,A,11,5,4,3,13,17,8,2,3,2,0,0,2.79,3.1,2.79
Girona,Valencia,37,0,1,A,16,10,4,4,16,11,6,2,2,3,0,0,2.5,3.39,2.75
La Coruña,Villarreal,37,2,4,A,16,11,7,7,14,5,11,0,3,0,0,0,3.5,3.6,2.04
Levante,Barcelona,37,5,4,H,12,18,7,7,18,12,3,8,6,6,0,0,10,5.25,1.3
Real Madrid,Celta Vigo,37,6,0,H,15,5,10,1,5,10,4,2,0,1,0,0,1.36,5,9
Real Sociedad,Leganés,37,2,1,H,9,10,5,1,16,19,5,6,0,3,0,0,1.61,3.75,6
Athletic Club,Espanyol,38,0,1,A,12,11,3,4,4,11,7,7,0,1,0,0,2.04,3.5,3.6
Atlético Madrid,Eibar,38,2,2,D,8,14,4,3,14,14,2,2,6,2,1,0,1.61,3.8,6
Barcelona,Real Sociedad,38,2,1,H,18,8,6,3,10,12,3,3,1,0,0,0,1.19,7.5,12
Celta Vigo,Levante,38,4,2,H,20,7,9,3,9,15,5,3,1,3,0,1,1.8,4,4.1
Las Palmas,Girona,38,1,2,A,13,12,7,6,7,19,4,3,1,2,0,0,3.1,3.5,2.25
Leganés,Betis,38,3,2,H,8,16,3,8,9,9,6,4,2,0,1,0,2.7,3.6,2.5
Málaga,Getafe,38,0,1,A,6,11,2,3,19,12,2,9,4,1,0,0,3.3,3.3,2.25
Sevilla,Alavés,38,2,1,H,14,3,5,1,10,13,8,4,0,1,0,0,1.64,4,5.25
Valencia,La Coruña,38,2,1,H,22,12,5,7,8,11,8,4,0,0,0,0,1.4,4.75,8
Villarreal,Real Madrid,38,2,2,D,14,15,5,7,13,10,4,5,4,3,0,0,3.1,4.1,2.1
